0.000000,0.121519,0.110276,0.104488,0.092365,0.114589,0.093759,0.139177,0.146366,0.000000,0.129173,0.102889,0.106804,0.142560,0.000000,0.000000,0.000000,0.133262,0.000000,0.137001,0.000000,0.129916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.127423,0.000000,0.000000
0.051879,0.000000,0.111210,0.111693,0.000000,0.000000,0.000000,0.093703,0.000000,0.000000,0.000000,0.000000,0.000000,0.062893,0.000000,0.000000,0.000000,0.093860,0.000000,0.060204,0.000000,0.066131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069658,0.000000,0.000000,0.000000
0.133794,0.059610,0.000000,0.096865,0.000000,0.000000,0.000000,0.053919,0.078281,0.062020,0.000000,0.000000,0.000000,0.091426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068319,0.108651,0.000000,0.000000,0.000000,0.117782,0.000000
0.123519,0.146219,0.074875,0.000000,0.000000,0.000000,0.000000,0.145275,0.000000,0.000000,0.000000,0.000000,0.131380,0.089651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.107433,0.000000,0.000000,0.000000,0.000000,0.000000,0.093586,0.000000,0.000000,0.000000,0.060023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.102104,0.000000,0.000000,0.000000,0.000000,0.000000,0.084535,0.000000,0.000000,0.000000,0.066469,0.000000,0.000000,0.000000,0.000000,0.000000,0.103563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.052468,0.000000,0.000000,0.000000,0.103658,0.139667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.112898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.077763,0.108678,0.136386,0.061753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.083816,0.000000,0.073170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.083315,0.000000,0.090724,0.073223
0.000000,0.000000,0.122559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077282
